Date,Year,Month,Day,UAL_Close,DAL_Close,AAL_Close,JBLU_Close,LUV_Close,SAVE_Close
2018-02-06,2018,2,6,63.95,53.1,51.18,20.35,58.14,40.42
2018-02-05,2018,2,5,63.4,52.52,49.76,19.82,56.99,39.88
2018-02-02,2018,2,2,65.68,54.62,52.1,20.33,58.71,41.07
2018-02-01,2018,2,1,67.15,56.42,53.88,20.94,60.31,42.02
2018-01-31,2018,1,31,67.82,56.77,54.32,20.86,60.8,42.12
2018-01-30,2018,1,30,67.01,56.12,52.59,20.65,59.83,41.83
2018-01-29,2018,1,29,65.78,55.76,52.68,20.28,60.36,41.42
2018-01-26,2018,1,26,66.56,55.26,53.07,20.5,60.82,41.48
2018-01-25,2018,1,25,66.08,54.81,53.05,20.69,60.19,40.18
2018-01-24,2018,1,24,69.05,56.8,54.79,22.05,62.21,41.53
2018-01-23,2018,1,23,77.97,59.93,58.29,22.53,65.26,44.59
2018-01-22,2018,1,22,76.87,60.13,58.1,22.59,64.89,43.33
2018-01-19,2018,1,19,76.5,60.01,58.06,22.57,65.05,45.19
2018-01-18,2018,1,18,76.3,59.45,58.34,22.48,65.06,44.96
2018-01-17,2018,1,17,76.58,59.72,58.16,22.45,66.07,44.89
2018-01-16,2018,1,16,77.49,59.35,57.98,22.3,65.47,46.21
2018-01-12,2018,1,12,78.4,59.83,58.47,22.93,65.36,48.26
2018-01-11,2018,1,11,76.45,58.52,56.42,22.34,64.84,47.57
2018-01-10,2018,1,10,73.08,55.86,53.78,21.59,62.96,44.91
2018-01-09,2018,1,9,68.48,54.17,52.08,21.47,62.38,43.59
2018-01-08,2018,1,8,68.51,54.68,52.13,21.28,64.0,43.23
2018-01-05,2018,1,5,69.36,55.97,52.65,21.38,64.32,43.63
2018-01-04,2018,1,4,69.26,55.69,52.67,21.69,64.7,43.5
2018-01-03,2018,1,3,68.49,55.69,52.34,21.59,64.91,44.14
2018-01-02,2018,1,2,68.94,56.74,52.99,22.38,66.29,45.6
