Date,Year,Month,Day,UAL_Close,DAL_Close,AAL_Close,JBLU_Close,LUV_Close,SAVE_Close
2020-10-27,2020,10,27,34.17,30.71,11.23,11.88,39.93,16.53
2020-10-26,2020,10,26,35.34,31.93,11.8,12.56,41.1,17.13
2020-10-23,2020,10,23,38.01,34.0,12.6,13.43,42.79,18.58
2020-10-22,2020,10,22,37.24,33.72,13.15,13.0,41.93,17.96
2020-10-21,2020,10,21,35.54,31.5,12.745,11.93,39.84,16.41
2020-10-20,2020,10,20,36.06,31.98,12.8,12.3,40.16,17.11
2020-10-19,2020,10,19,35.5,31.5,12.56,12.26,39.85,16.4
2020-10-16,2020,10,16,34.16,31.47,12.46,12.24,39.68,16.18
2020-10-15,2020,10,15,34.25,31.34,12.23,12.31,38.8,16.1
2020-10-14,2020,10,14,35.61,31.76,12.36,12.295,39.25,16.44
2020-10-13,2020,10,13,35.26,31.77,12.22,12.14,39.13,16.2
2020-10-12,2020,10,12,36.38,32.64,12.92,12.37,39.19,16.7
2020-10-09,2020,10,9,37.12,32.81,13.2,12.74,39.73,17.27
2020-10-08,2020,10,8,37.0,32.68,13.155,12.75,38.99,17.04
2020-10-07,2020,10,7,36.38,32.15,13.07,12.29,38.59,16.55
2020-10-06,2020,10,6,34.88,31.06,12.53,11.51,37.58,15.75
2020-10-05,2020,10,5,36.2,32.0,13.12,11.76,38.49,16.38
2020-10-02,2020,10,2,36.01,31.75,13.0,11.77,38.76,16.71
2020-10-01,2020,10,1,35.18,31.1,12.58,11.46,37.93,16.38
2020-09-30,2020,9,30,34.75,30.58,12.29,11.33,37.5,16.1
2020-09-29,2020,9,29,34.51,30.61,12.25,11.42,37.61,16.02
2020-09-28,2020,9,28,35.94,31.34,12.76,11.95,38.24,16.53
2020-09-25,2020,9,25,34.2,29.78,12.29,11.53,37.1,16.2
2020-09-24,2020,9,24,32.74,29.01,11.77,11.3,36.86,15.71
2020-09-23,2020,9,23,33.08,29.56,11.93,11.5,37.55,16.08
2020-09-22,2020,9,22,34.07,30.22,12.34,11.8,38.12,16.55
2020-09-21,2020,9,21,33.79,29.82,12.21,11.54,37.52,16.23
2020-09-18,2020,9,18,36.97,32.84,13.19,12.65,39.83,17.7
2020-09-17,2020,9,17,38.355,33.96,13.63,12.91,40.4,18.1
2020-09-16,2020,9,16,38.3,34.57,13.8,13.0,42.1,18.55
2020-09-15,2020,9,15,36.8,33.51,13.14,12.62,40.61,18.08
2020-09-14,2020,9,14,36.74,32.82,13.26,12.63,40.06,17.83
2020-09-11,2020,9,11,36.07,31.7,12.95,12.34,38.95,17.28
2020-09-10,2020,9,10,36.45,31.79,13.005,12.25,38.94,17.48
2020-09-09,2020,9,9,36.03,31.76,13.05,12.25,39.22,17.54
2020-09-08,2020,9,8,37.28,32.54,13.63,12.44,40.5,18.37
2020-09-04,2020,9,4,38.21,31.77,13.61,12.13,39.39,17.88
2020-09-03,2020,9,3,37.4,31.22,13.36,11.75,38.74,17.73
2020-09-02,2020,9,2,36.89,31.14,13.23,11.68,39.17,17.61
2020-09-01,2020,9,1,36.01,30.71,13.1,11.45,37.91,17.59
2020-08-31,2020,8,31,36.0,30.85,13.05,11.52,37.58,17.88
2020-08-28,2020,8,28,37.34,31.99,13.59,11.97,38.81,18.49
2020-08-27,2020,8,27,36.22,30.82,13.28,11.6,37.65,18.31
2020-08-26,2020,8,26,34.25,29.95,12.785,11.15,36.38,17.7
2020-08-25,2020,8,25,35.22,30.1,13.14,11.37,37.06,17.99
2020-08-24,2020,8,24,36.32,29.8,13.44,11.43,36.91,18.21
2020-08-21,2020,8,21,33.04,27.27,12.16,10.56,34.69,16.98
2020-08-20,2020,8,20,34.05,27.62,12.5,10.82,34.46,17.21
2020-08-19,2020,8,19,34.44,27.67,12.68,10.98,34.27,17.19
2020-08-18,2020,8,18,33.98,27.63,12.6,11.05,34.16,17.32
2020-08-17,2020,8,17,34.4,28.02,12.62,11.13,33.81,17.06
2020-08-14,2020,8,14,36.18,28.95,13.33,11.48,34.9,17.76
2020-08-13,2020,8,13,35.81,28.7,13.3,11.34,34.71,17.55
2020-08-12,2020,8,12,36.4,29.09,13.54,11.61,35.25,17.85
2020-08-11,2020,8,11,36.83,29.64,13.73,11.71,35.29,18.04
2020-08-10,2020,8,10,37.54,29.34,14.0,11.69,34.99,18.3
2020-08-07,2020,8,7,34.33,27.18,13.03,10.76,33.28,17.28
2020-08-06,2020,8,6,34.4,27.08,13.04,10.82,33.02,17.26
2020-08-05,2020,8,5,33.73,26.47,12.56,10.745,32.72,17.15
2020-08-04,2020,8,4,32.29,25.67,11.47,10.29,31.4,16.5
2020-08-03,2020,8,3,31.87,25.2,11.08,10.11,31.58,15.37
2020-07-31,2020,7,31,31.38,24.97,11.12,10.34,30.89,15.81
2020-07-30,2020,7,30,31.74,24.94,11.18,10.2,30.96,16.24
2020-07-29,2020,7,29,32.57,25.72,11.4,9.95,31.79,16.45
2020-07-28,2020,7,28,33.46,25.94,11.77,10.31,32.29,16.54
2020-07-27,2020,7,27,32.42,25.5,11.39,10.225,31.53,16.15
2020-07-24,2020,7,24,32.88,25.96,11.39,10.29,31.66,16.47
2020-07-23,2020,7,23,33.23,26.78,11.77,10.71,32.79,16.84
2020-07-22,2020,7,22,31.67,26.25,11.36,10.62,33.3,16.66
2020-07-21,2020,7,21,33.07,26.43,11.47,10.57,33.62,16.65
2020-07-20,2020,7,20,32.33,26.22,11.47,10.53,32.98,16.65
2020-07-17,2020,7,17,33.92,27.05,11.91,10.82,34.13,17.61
2020-07-16,2020,7,16,34.49,27.26,12.45,11.02,34.21,18.06
2020-07-15,2020,7,15,36.37,28.6,13.44,11.55,35.75,19.36
2020-07-14,2020,7,14,31.74,26.11,11.57,10.39,33.25,17.27
2020-07-13,2020,7,13,31.76,26.82,11.63,10.17,32.64,16.72
2020-07-10,2020,7,10,32.67,27.09,11.94,10.6,33.22,17.53
2020-07-09,2020,7,9,30.17,25.65,11.18,9.98,31.57,15.91
2020-07-08,2020,7,8,32.53,27.01,11.99,10.6,32.89,16.71
2020-07-07,2020,7,7,32.55,27.01,11.91,10.5,33.01,16.77
2020-07-06,2020,7,6,35.21,28.44,12.8,11.01,34.3,17.74
2020-07-02,2020,7,2,34.14,27.72,12.5,10.67,34.12,17.4
2020-07-01,2020,7,1,34.45,27.7,12.81,10.67,33.81,17.73
2020-06-30,2020,6,30,34.61,28.05,13.07,10.9,34.18,17.8
2020-06-29,2020,6,29,35.27,28.61,13.32,11.055,35.04,18.0
2020-06-26,2020,6,26,32.89,26.91,12.38,10.3,31.96,16.58
2020-06-25,2020,6,25,34.69,28.01,13.17,10.67,32.97,17.4
2020-06-24,2020,6,24,33.07,27.34,13.04,10.255,32.25,16.92
2020-06-23,2020,6,23,36.08,29.64,14.0,11.34,34.75,18.78
2020-06-22,2020,6,22,36.54,29.31,14.92,11.21,34.36,18.5
2020-06-19,2020,6,19,36.84,29.51,16.0,11.4,34.55,18.81
2020-06-18,2020,6,18,39.34,30.79,16.49,12.04,35.85,19.9
2020-06-17,2020,6,17,39.25,30.72,16.98,11.935,36.31,19.92
2020-06-16,2020,6,16,40.21,31.3,17.03,12.27,36.57,20.72
2020-06-15,2020,6,15,39.0,30.46,16.7,12.01,36.34,19.73
2020-06-12,2020,6,12,39.66,30.43,16.74,12.22,35.87,18.82
2020-06-11,2020,6,11,33.32,27.2,14.38,11.11,32.83,16.08
2020-06-10,2020,6,10,39.72,31.64,17.02,12.63,37.14,19.47
2020-06-09,2020,6,9,44.64,34.17,18.55,14.21,38.01,22.76
2020-06-08,2020,6,8,48.69,36.97,20.31,15.59,40.59,25.56
2020-06-05,2020,6,5,42.405,34.16,18.59,13.69,38.18,22.62
2020-06-04,2020,6,4,39.1,32.38,16.72,13.02,38.27,21.02
2020-06-03,2020,6,3,33.65,28.47,11.85,11.27,36.42,17.31
2020-06-02,2020,6,2,29.91,26.41,11.22,10.31,34.48,14.49
2020-06-01,2020,6,1,29.46,26.17,11.11,10.2,33.62,13.96
2020-05-29,2020,5,29,28.04,25.21,10.5,10.07,32.1,12.95
2020-05-28,2020,5,28,28.89,25.66,10.98,10.17,32.55,12.93
2020-05-27,2020,5,27,30.69,26.32,11.98,10.9,33.66,13.9
2020-05-26,2020,5,26,29.54,25.65,11.14,10.565,32.52,12.31
2020-05-22,2020,5,22,25.4,22.69,9.7,9.24,28.87,10.17
2020-05-21,2020,5,21,25.84,23.16,9.89,9.42,29.6,10.07
2020-05-20,2020,5,20,24.91,22.72,9.87,9.19,29.15,9.75
2020-05-19,2020,5,19,23.68,21.76,9.64,8.92,27.69,9.69
2020-05-18,2020,5,18,24.13,21.86,9.87,8.98,27.09,9.99
2020-05-15,2020,5,15,19.92,19.19,9.04,8.24,23.87,8.01
2020-05-14,2020,5,14,20.3,19.38,9.15,8.23,24.78,8.3
2020-05-13,2020,5,13,20.71,19.41,9.11,7.89,24.0,8.2
2020-05-12,2020,5,12,22.76,21.03,9.65,8.06,25.24,9.45
2020-05-11,2020,5,11,23.97,22.01,10.1,8.56,26.09,10.19
2020-05-08,2020,5,8,25.42,22.72,10.14,9.09,27.2,10.56
2020-05-07,2020,5,7,22.75,21.68,9.54,8.18,25.45,10.51
2020-05-06,2020,5,6,22.91,21.0,9.25,8.02,24.93,11.55
2020-05-05,2020,5,5,24.12,21.71,9.51,8.29,26.42,12.31
2020-05-04,2020,5,4,25.26,22.57,9.82,8.62,27.56,12.9
2020-05-01,2020,5,1,26.62,24.12,10.64,9.02,29.23,13.17
2020-04-30,2020,4,30,29.58,25.91,12.01,9.74,31.25,15.02
2020-04-29,2020,4,29,31.21,27.32,12.63,10.13,30.97,15.38
2020-04-28,2020,4,28,27.84,24.34,11.26,9.02,29.69,14.34
2020-04-27,2020,4,27,25.0,22.16,10.02,8.12,29.11,12.25
2020-04-24,2020,4,24,25.56,22.41,10.31,7.95,29.33,12.15
2020-04-23,2020,4,23,25.72,22.48,10.25,8.01,30.14,11.8
2020-04-22,2020,4,22,25.88,22.47,10.27,7.86,29.71,11.93
2020-04-21,2020,4,21,27.88,23.1,11.0,8.33,30.11,12.75
2020-04-20,2020,4,20,27.79,23.64,11.06,8.63,31.06,12.95
2020-04-17,2020,4,17,29.08,24.27,11.57,8.98,31.19,13.35
2020-04-16,2020,4,16,28.21,22.78,11.07,8.73,30.68,12.66
2020-04-15,2020,4,15,31.86,24.35,12.29,9.19,32.82,13.76
2020-04-14,2020,4,14,30.9,24.54,11.945,9.24,34.78,13.88
2020-04-13,2020,4,13,28.91,23.25,11.56,9.03,34.26,13.32
2020-04-09,2020,4,9,31.5,24.39,12.51,9.5,36.47,14.08
2020-04-08,2020,4,8,27.51,23.23,11.33,9.03,34.3,12.51
2020-04-07,2020,4,7,24.48,22.25,10.22,8.76,32.77,11.44
2020-04-06,2020,4,6,24.02,22.32,9.5,7.73,30.7,10.47
2020-04-03,2020,4,3,22.885,22.48,9.39,7.48,30.54,10.51
2020-04-02,2020,4,2,23.42,22.68,10.06,7.63,31.5,10.53
2020-04-01,2020,4,1,25.65,23.87,10.69,8.11,32.04,11.32
2020-03-31,2020,3,31,31.55,28.53,12.19,8.95,35.61,12.89
2020-03-30,2020,3,30,30.16,28.67,12.25,8.79,35.1,12.42
2020-03-27,2020,3,27,32.84,29.55,14.04,9.75,36.38,14.79
2020-03-26,2020,3,26,35.55,31.7,15.66,10.93,41.23,16.51
2020-03-25,2020,3,25,36.6,31.1,15.39,11.34,39.4,15.96
2020-03-24,2020,3,24,33.0,26.89,13.92,9.4,37.66,13.53
2020-03-23,2020,3,23,26.25,22.22,10.25,6.86,33.73,9.83
2020-03-20,2020,3,20,24.5,21.35,10.38,7.15,31.94,8.69
2020-03-19,2020,3,19,21.28,21.51,10.29,7.6,30.86,8.39
2020-03-18,2020,3,18,21.38,23.49,11.65,7.66,35.15,9.01
2020-03-17,2020,3,17,30.67,31.74,15.58,9.52,38.25,11.72
2020-03-16,2020,3,16,35.47,35.81,15.92,10.61,37.52,11.66
2020-03-13,2020,3,13,41.64,38.36,14.31,11.18,41.28,15.08
2020-03-12,2020,3,12,37.08,33.71,13.45,11.49,36.07,14.06
2020-03-11,2020,3,11,49.34,42.67,16.26,13.57,42.49,20.93
2020-03-10,2020,3,10,52.56,45.47,17.0,14.58,45.56,22.48
2020-03-09,2020,3,9,46.78,43.52,14.75,13.4,43.62,21.41
2020-03-06,2020,3,6,52.1,45.89,15.97,13.88,45.73,22.52
2020-03-05,2020,3,5,51.59,45.01,16.04,13.86,45.25,21.54
2020-03-04,2020,3,4,59.47,48.5,18.53,15.54,46.93,26.34
2020-03-03,2020,3,3,58.29,46.18,17.85,15.01,45.21,25.23
2020-03-02,2020,3,2,61.26,47.16,18.86,15.57,46.95,27.27
2020-02-28,2020,2,28,61.59,46.13,19.05,15.78,46.19,28.45
2020-02-27,2020,2,27,64.94,48.19,20.6,16.27,46.63,29.75
2020-02-26,2020,2,26,66.53,49.59,22.31,17.12,48.9,32.92
2020-02-25,2020,2,25,70.57,50.89,23.12,18.25,49.66,34.71
2020-02-24,2020,2,24,75.47,54.23,25.45,19.38,54.11,37.46
2020-02-21,2020,2,21,78.01,57.87,27.82,20.61,56.53,41.1
2020-02-20,2020,2,20,79.91,58.38,28.51,20.83,56.94,41.25
2020-02-19,2020,2,19,79.42,58.51,28.33,20.81,57.11,41.14
2020-02-18,2020,2,18,80.24,58.72,28.63,21.3,57.6,42.59
2020-02-14,2020,2,14,79.55,58.9,29.2,21.27,57.97,43.88
2020-02-13,2020,2,13,80.99,59.13,30.09,21.56,58.54,44.58
2020-02-12,2020,2,12,82.2,59.47,30.47,21.13,58.48,43.93
2020-02-11,2020,2,11,80.53,58.66,29.84,20.51,57.93,43.31
2020-02-10,2020,2,10,79.47,57.71,28.79,20.02,57.42,43.76
2020-02-07,2020,2,7,79.48,57.92,28.38,19.94,57.26,44.2
2020-02-06,2020,2,6,80.5,58.18,28.3,20.08,57.72,42.8
2020-02-05,2020,2,5,81.85,58.89,29.1,20.69,56.95,44.44
2020-02-04,2020,2,4,78.89,57.93,28.43,20.42,55.68,43.34
2020-02-03,2020,2,3,74.91,56.04,27.16,20.02,55.22,41.96
2020-01-31,2020,1,31,74.8,55.74,26.84,19.83,54.98,41.07
2020-01-30,2020,1,30,77.75,57.1,27.72,20.2,55.83,42.44
2020-01-29,2020,1,29,75.21,56.65,26.8,19.94,56.89,42.71
2020-01-28,2020,1,28,77.05,57.48,26.9,20.27,57.6,42.4
2020-01-27,2020,1,27,77.63,56.83,26.11,20.04,56.25,41.32
2020-01-24,2020,1,24,81.9,58.81,27.64,20.645,56.55,42.1
2020-01-23,2020,1,23,84.88,60.27,28.8,21.07,55.4,42.84
2020-01-22,2020,1,22,83.34,59.64,27.32,19.795,53.48,42.6
2020-01-21,2020,1,21,85.79,60.34,27.2,19.05,53.54,41.72
2020-01-17,2020,1,17,89.7,62.03,28.4,19.21,55.01,42.93
2020-01-16,2020,1,16,89.54,61.88,28.23,19.0,55.3,42.65
2020-01-15,2020,1,15,88.29,61.62,27.58,18.7,55.03,39.68
2020-01-14,2020,1,14,87.85,61.45,27.53,18.52,54.49,40.11
2020-01-13,2020,1,13,86.89,59.49,27.39,18.6,53.99,39.76
2020-01-10,2020,1,10,87.31,59.24,27.32,18.71,53.94,39.79
2020-01-09,2020,1,9,87.95,58.96,27.95,18.71,54.3,40.0
2020-01-08,2020,1,8,87.3,58.85,27.84,18.5,54.37,39.94
2020-01-07,2020,1,7,86.77,57.61,27.22,18.41,54.29,39.5
2020-01-06,2020,1,6,87.7,57.66,27.32,18.48,54.13,40.39
2020-01-03,2020,1,3,87.9,58.06,27.65,18.57,54.35,39.82
2020-01-02,2020,1,2,89.74,59.04,29.09,18.89,54.84,40.65
2019-12-31,2019,12,31,88.09,58.48,28.68,18.72,53.98,40.31
2019-12-30,2019,12,30,87.96,58.66,28.3,18.71,54.08,39.8
2019-12-27,2019,12,27,88.37,59.08,28.44,18.89,54.32,40.58
2019-12-26,2019,12,26,89.26,59.56,29.67,19.1,54.9,41.22
2019-12-24,2019,12,24,89.15,59.39,29.18,19.12,54.94,41.19
2019-12-23,2019,12,23,89.44,59.44,29.3,19.2,55.25,41.03
2019-12-20,2019,12,20,89.28,58.97,29.04,19.21,54.63,41.37
2019-12-19,2019,12,19,89.22,59.14,28.55,18.89,54.08,41.29
2019-12-18,2019,12,18,88.84,58.58,28.0,18.79,53.6,40.42
2019-12-17,2019,12,17,89.36,58.69,28.28,18.97,54.18,40.96
2019-12-16,2019,12,16,88.63,58.42,27.92,18.7,54.35,39.17
2019-12-13,2019,12,13,87.58,56.73,27.48,18.58,54.15,38.24
2019-12-12,2019,12,12,88.47,56.69,27.72,18.92,54.49,38.36
2019-12-11,2019,12,11,87.02,55.08,26.86,18.73,54.0,37.97
2019-12-10,2019,12,10,86.51,55.53,27.0,18.9,54.91,38.22
2019-12-09,2019,12,9,87.61,55.8,27.49,18.93,55.47,38.49
2019-12-06,2019,12,6,88.58,56.14,27.725,19.02,55.94,39.21
2019-12-05,2019,12,5,87.86,55.88,27.24,19.14,55.53,38.07
2019-12-04,2019,12,4,88.17,56.06,27.38,19.32,55.78,38.19
2019-12-03,2019,12,3,88.87,55.62,27.29,18.8,55.93,38.02
2019-12-02,2019,12,2,91.63,56.75,28.08,19.2,56.72,39.59
2019-11-29,2019,11,29,92.8,57.31,28.74,19.27,57.64,39.07
2019-11-27,2019,11,27,93.05,57.07,28.95,19.26,57.75,39.19
2019-11-26,2019,11,26,92.76,57.46,29.05,19.32,57.59,39.1
2019-11-25,2019,11,25,92.52,56.35,28.99,19.195,57.56,39.92
2019-11-22,2019,11,22,91.78,56.11,28.68,18.96,57.01,38.47
2019-11-21,2019,11,21,90.97,55.31,27.93,18.63,56.59,37.67
2019-11-20,2019,11,20,91.7,55.67,28.23,19.02,56.83,38.13
2019-11-19,2019,11,19,93.29,57.07,29.29,19.36,57.55,38.82
2019-11-18,2019,11,18,92.77,57.08,28.6,19.47,57.78,37.91
2019-11-15,2019,11,15,92.51,56.85,28.86,19.62,57.79,38.23
2019-11-14,2019,11,14,92.52,56.55,28.77,19.57,57.63,37.69
2019-11-13,2019,11,13,92.42,56.5,28.66,19.58,57.59,37.48
2019-11-12,2019,11,12,92.72,57.22,29.52,19.3,57.85,37.86
2019-11-11,2019,11,11,93.53,57.21,30.59,19.76,58.26,38.72
2019-11-08,2019,11,8,93.44,57.58,30.76,19.57,58.18,38.98
2019-11-07,2019,11,7,93.8,57.66,30.89,19.575,58.24,39.4
2019-11-06,2019,11,6,93.34,57.58,30.96,19.66,57.86,39.19
2019-11-05,2019,11,5,93.12,57.51,31.18,19.62,57.88,38.93
2019-11-04,2019,11,4,92.39,56.88,30.95,19.44,56.98,38.48
2019-11-01,2019,11,1,91.65,56.02,30.56,19.48,56.26,38.07
2019-10-31,2019,10,31,90.84,55.08,30.06,19.3,56.13,37.56
2019-10-30,2019,10,30,91.67,55.32,30.29,19.46,57.04,37.69
2019-10-29,2019,10,29,91.03,55.38,30.92,19.47,57.21,37.17
2019-10-28,2019,10,28,92.19,55.17,31.36,19.23,57.64,38.14
2019-10-25,2019,10,25,91.64,54.6,30.86,18.76,56.74,37.93
2019-10-24,2019,10,24,89.81,53.79,29.41,18.43,56.29,37.26
2019-10-23,2019,10,23,89.9,53.81,28.29,18.88,53.24,37.75
2019-10-22,2019,10,22,89.71,54.65,28.26,18.8,52.92,37.23
2019-10-21,2019,10,21,90.78,54.58,28.62,17.52,53.23,37.88
2019-10-18,2019,10,18,90.085,53.83,28.22,16.96,53.48,36.78
2019-10-17,2019,10,17,89.46,53.37,27.93,17.19,53.86,36.77
2019-10-16,2019,10,16,89.7,53.17,28.05,16.975,53.67,36.05
2019-10-15,2019,10,15,87.88,53.64,28.27,17.135,54.16,36.89
2019-10-14,2019,10,14,86.97,52.99,27.615,16.91,54.03,35.83
2019-10-11,2019,10,11,87.15,52.95,27.355,16.85,53.92,36.05
2019-10-10,2019,10,10,87.34,53.1,27.18,16.895,53.67,33.99
2019-10-09,2019,10,9,86.46,53.92,27.065,16.745,53.49,33.7
2019-10-08,2019,10,8,84.69,53.2,26.26,16.545,53.03,33.1
2019-10-07,2019,10,7,84.85,53.36,25.83,16.61,53.04,34.03
2019-10-04,2019,10,4,84.29,53.81,25.83,16.36,52.79,33.99
2019-10-03,2019,10,3,83.27,52.83,25.265,16.02,52.26,33.64
2019-10-02,2019,10,2,83.69,54.35,25.37,16.12,52.04,34.7
2019-10-01,2019,10,1,87.84,57.01,26.8,16.53,53.37,35.88
2019-09-30,2019,9,30,88.41,57.6,26.97,16.75,54.01,36.3
2019-09-27,2019,9,27,88.14,58.28,27.01,16.8,54.34,36.31
2019-09-26,2019,9,26,88.45,58.78,27.19,16.94,54.58,37.02
2019-09-25,2019,9,25,89.17,58.31,27.44,16.86,54.82,36.95
2019-09-24,2019,9,24,88.3,58.0,26.995,16.63,54.73,36.53
2019-09-23,2019,9,23,88.21,58.02,27.5,16.77,54.48,37.26
2019-09-20,2019,9,20,89.09,58.63,27.99,16.92,54.49,38.03
2019-09-19,2019,9,19,89.42,58.69,28.3,17.11,55.08,37.92
2019-09-18,2019,9,18,90.23,59.31,28.6,17.27,56.23,38.29
2019-09-17,2019,9,17,89.98,59.37,28.64,17.14,55.73,38.69
2019-09-16,2019,9,16,88.76,59.07,27.77,16.86,55.81,38.38
2019-09-13,2019,9,13,91.35,60.01,29.95,17.39,55.79,38.76
2019-09-12,2019,9,12,89.38,59.44,29.94,17.16,54.98,38.27
2019-09-11,2019,9,11,88.38,58.78,29.76,17.32,54.71,38.75
2019-09-10,2019,9,10,87.56,58.64,29.12,16.76,53.38,37.88
2019-09-09,2019,9,9,87.33,58.11,28.44,17.03,53.08,36.14
2019-09-06,2019,9,6,86.3,57.98,27.79,16.67,52.14,37.06
2019-09-05,2019,9,5,85.84,58.19,27.69,16.52,52.52,37.32
2019-09-04,2019,9,4,83.91,57.23,27.0,16.39,52.1,36.13
2019-09-03,2019,9,3,83.15,57.29,26.51,17.17,51.38,36.09
2019-08-30,2019,8,30,84.31,57.86,26.31,17.32,52.32,37.54
2019-08-29,2019,8,29,84.69,57.88,26.32,17.35,52.3,37.81
2019-08-28,2019,8,28,82.45,56.68,25.33,16.75,51.16,36.98
2019-08-27,2019,8,27,81.94,56.14,24.45,16.55,50.49,36.03
2019-08-26,2019,8,26,83.58,56.28,25.19,17.1,50.69,37.55
2019-08-23,2019,8,23,82.53,56.2,25.42,17.22,50.56,37.73
2019-08-22,2019,8,22,85.56,57.96,26.53,18.01,51.19,38.8
2019-08-21,2019,8,21,85.29,58.01,26.42,18.01,50.59,38.52
2019-08-20,2019,8,20,84.03,57.68,25.83,17.95,50.02,38.6
2019-08-19,2019,8,19,83.89,58.19,26.1,18.34,50.64,38.59
2019-08-16,2019,8,16,82.94,58.04,25.79,18.4,49.79,38.4
2019-08-15,2019,8,15,81.62,57.11,25.41,18.02,48.21,37.31
2019-08-14,2019,8,14,81.95,57.23,26.1,18.25,48.76,37.47
2019-08-13,2019,8,13,84.56,58.84,27.51,18.78,49.92,38.94
2019-08-12,2019,8,12,84.71,58.66,27.64,19.01,50.05,39.01
2019-08-09,2019,8,9,86.98,59.53,28.78,19.45,50.45,39.97
2019-08-08,2019,8,8,87.63,60.03,29.08,19.69,50.49,40.83
2019-08-07,2019,8,7,86.48,59.24,28.63,19.36,49.93,40.8
2019-08-06,2019,8,6,85.46,58.79,28.36,19.13,49.71,41.3
2019-08-05,2019,8,5,85.59,57.82,28.53,18.89,48.96,41.36
2019-08-02,2019,8,2,89.43,60.13,29.45,19.03,50.62,42.11
2019-08-01,2019,8,1,90.49,60.32,29.84,19.13,50.96,42.37
2019-07-31,2019,7,31,91.91,61.04,30.51,19.23,51.53,42.43
2019-07-30,2019,7,30,93.93,62.63,30.71,19.46,52.55,42.19
2019-07-29,2019,7,29,93.44,62.46,30.74,19.44,52.88,42.37
2019-07-26,2019,7,26,93.36,62.16,31.24,19.38,53.25,43.56
2019-07-25,2019,7,25,93.93,62.23,31.67,19.52,54.91,42.01
2019-07-24,2019,7,24,95.11,63.16,34.59,19.56,54.72,55.05
